y,x1,x2,x3,x4,x5,x7,x8,x9,x10,x6_B,x6_C,x6_D,x6_E,x6_F,x6_Fx
0,0.7874030488205143,-0.9262362812007342,-1.6473856652016627,1.5581107688304408,0.0,1.73919219114898,0.6218295658370829,-0.039939199933191206,-0.5274400953594065,0,0,0,0,1,0
0,-0.15136608421943634,-0.6857076955063784,-0.9821639384828372,1.078303274149538,0.0,1.506831680605359,1.8882553098911137,1.213491139267418,0.8933982758024391,0,0,0,0,1,0
1,-1.1972957446037336,0.31888314043267085,1.897115980267314,-1.5797597199293982,1.0,-0.5564848680075468,-0.6267463223655434,-0.7871801670133054,1.3408716153813818,0,0,1,0,0,0
1,-0.8194901892590812,-1.0874133938825263,2.176367006584722,-1.9308933237956643,0.0,-0.25463804311466426,-0.5487599017942779,0.6840595751575704,1.9437423556412046,0,0,0,0,1,0
0,0.06938474708796968,0.035412918245235465,-1.6994274908525804,1.5747512933662289,0.0,-0.09174298433593178,1.3082445262100324,-0.11610806805128432,-1.1646247960036735,0,0,0,0,1,0
2,-0.13459937247300643,-0.17044764425592865,-0.6039810406282403,0.6641338789471712,0.0,0.3472614244150853,0.6558523126651514,0.2705942637732828,1.0798830648841609,0,0,0,0,1,0
1,-0.41542185974351864,0.0570272381578619,1.2476428897386111,-0.8170218397394858,0.0,-0.2031005055203513,-0.7052237461658997,-0.003802435593922858,-0.19826648691457488,0,0,0,0,1,0
0,-1.3242892695002773,1.9916969070038342,-1.7062868814428889,1.7908968881811587,1.0,2.3171275034297754,-1.4488443596758305,-0.8270224978450748,1.1536988072737449,0,0,0,0,0,0
1,-0.9526742769880725,0.6084101225956225,1.642311878652371,-1.714185006844276,1.0,-0.8638115983955474,-0.6266481217197253,0.18319882762939166,1.436348094690301,1,0,0,0,0,0
1,0.6279851825310692,0.4386031166153824,-0.40156049437716335,0.2304129085395221,0.0,-0.3803559765420006,-0.16387380135383592,-0.5622892367029222,-1.69748366917811,0,0,0,0,0,1
0,1.0360549062896187,-0.19357615416243412,-1.1672954022177384,1.2214246544908134,0.0,0.7695479488891185,1.1551950427545488,-1.0469743375070975,-0.19172635203604635,0,0,0,0,1,0
1,0.5449852475995419,-1.0442837207235403,0.4046523565536272,-0.05550380269404908,0.0,-0.7190530796311136,-0.5406092481913726,-0.6217131392558457,-0.0033593959638898827,0,0,0,0,1,0
1,1.9866759951036346,-1.3614916794412613,0.8230794575327715,-0.726249794741448,0.0,-0.966893627778964,-1.623747263773766,-1.061546902230976,-1.2444429112745192,0,0,0,0,1,0
0,1.692993954595696,-0.9746309810051038,0.9648344560400495,-1.1229732144401827,0.0,0.3072608959786411,-1.5969082718820857,-0.4607007817292632,0.28246901384827505,0,0,0,0,1,0
0,0.5843902822098286,1.5618549854080905,1.7305128290194758,-1.8684699432258416,1.0,2.0074154842285448,0.3682150671679943,-0.24135821310778655,-0.2514100254680361,0,0,0,0,0,0
1,0.8536145252977693,2.0445055201236944,1.414926605030921,-1.2457892491410216,1.0,-0.6596225309492897,-0.40284884990018976,-0.42614212926550743,-0.6593815830418391,0,0,0,0,0,0
1,-2.177245893394427,0.5570068361367482,-0.7974030322765007,0.6516435008249517,0.0,-0.8735335627130281,0.062078330777866494,-0.36405641142888706,0.22034168663458592,0,0,0,1,0,0
0,-0.7933361486273824,-1.1143620171069228,0.5082333464271779,-0.5349553681360295,0.0,1.5528475875358094,0.911393054771442,0.8517589320553912,-1.6591760351374905,0,0,0,0,1,0
0,-0.13227972363649212,1.099195717278341,0.8387687680185372,-0.9465460181925726,1.0,0.9228044936878594,2.3778988377320123,1.2919173066504845,0.6115239983231213,0,0,0,0,0,0
1,1.001042706663481,-0.15291075099348633,0.2723641888492713,-0.0683518330516223,0.0,-1.0988494739336112,-0.40428409010830096,0.6894930742732592,-0.2394527292935074,0,0,0,0,1,0
2,1.8543110333700372,-0.9743736676728106,0.6995582495826442,-0.48375212514700133,0.0,0.3605161196862715,0.32041401434205785,0.16988475718598509,3.2506463577644014,0,0,0,0,1,0
2,0.7307166303781961,-2.5797911345164164,-1.3048954586221464,1.0207154460362167,0.0,-0.08074144817695146,-0.12063530161052675,0.6114214826596907,-0.49017635225465817,0,0,0,0,1,0
1,-1.7334245819431007,1.8228300843531269,-1.157399620988632,0.900359604876568,1.0,-1.5119077819203073,0.009223721640211978,-0.451636626494911,0.42088737029191065,0,0,0,0,0,0
1,-0.17894090976350005,0.29587339052568534,0.16605283130128945,-0.07784751551081659,0.0,-1.605135717285219,-0.7615229318030213,-0.29282163993423216,-0.1227741924158636,0,0,0,0,0,1
1,-1.3299506624418949,1.0645672807516562,1.0654749016040628,-1.3425761306523074,1.0,-0.39231023738731485,-0.4101987905448857,-1.0413560594692761,-0.29329219513754956,0,0,0,0,0,0
1,2.4060757536480337,-1.6636764982197114,-0.4468269369892009,0.3310035281356244,0.0,-1.1584121523164597,-0.6146072117632554,-0.056014966158744635,0.6265971507759333,0,0,0,0,1,0
2,0.4864793546010828,-1.208152726727784,-1.0621869867133455,0.781902731829437,0.0,1.3612108416868713,-0.5275032389225672,-0.8828507024537924,-0.7384563214341097,0,0,0,0,1,0
1,1.3323393028360215,-0.851189858170768,1.2444715496959906,-1.2507656069842534,0.0,-0.6857216239990073,0.10713731941672733,-1.2708914329575918,-0.8447117654823694,0,0,0,0,1,0
1,0.647658704225756,1.1263521705018973,-0.2238481872133508,0.24418766080236143,1.0,-1.1127717719047099,-0.8810482255553591,-0.5247641334351965,-0.5650834351681082,0,0,0,0,0,0
1,0.2067514516253008,-0.3053985903770706,1.5911240937700488,-1.8384682664926415,0.0,-0.8602440964678881,-0.9391527922963679,-0.728100852180035,0.09286046022360463,0,0,0,0,1,0
1,1.1200261941714362,0.6326767491641939,1.2321862680799618,-1.0331822295345392,1.0,-1.0611507839729077,-0.497355640656399,-0.8796944787027673,-1.9024737975775547,1,0,0,0,0,0
1,0.2971815117362879,0.3796585701869927,-0.2952462336830821,0.07753374403310008,0.0,-0.8264814807587545,-1.0400199633432596,-0.8094635062175365,-0.0743202548091587,0,0,0,0,0,1
1,-1.1587388315992975,1.0016343776727223,-0.5720200057369297,0.45837629394188933,1.0,-1.6120481869072332,-1.152731643054985,-0.6106214099029552,-0.6193499473040979,0,0,0,0,0,0
1,-0.3051588020803343,0.7117907021777177,0.5858700380916282,-0.9665331597620658,1.0,-1.7739279332465148,-0.46698897941109796,0.08218468552182094,-1.143264573141635,0,1,0,0,0,0
0,-0.36437508753497583,1.3423766096286418,0.41221591665334567,-0.34607161033598405,1.0,0.446539509247957,-0.3527891822204361,0.9154077796927566,-0.009591108520456373,0,0,0,0,0,0
1,1.1490652980435496,-0.6102456124780926,1.7267716896599141,-1.8402145854611385,0.0,-1.2342476465096834,-1.4502795998839417,-0.3411737892339552,-0.09008142628788611,0,0,0,0,1,0
0,0.6127479892362158,-1.4330346824853897,0.38276287171155754,-0.30132183620136804,0.0,0.8310230308394255,1.2241394500147136,-0.5723921491211561,-1.525289114347297,0,0,0,0,1,0
1,0.941732185474856,0.0012793150498835613,-0.24913760676363425,0.4309424059774708,0.0,-1.1708810235762899,0.19118951834122092,-3.034416471768097,0.4701637674238475,0,0,0,0,1,0
2,0.6780461039840934,-0.2786281071519541,-0.14147504371147251,0.5470705731482555,0.0,0.9738482834520285,1.481198525183269,-0.018000448448613374,1.8297209956912335,0,0,0,0,1,0
0,0.30640936476404634,-0.6299300823985202,-1.4082573657058701,1.4097469887042948,0.0,1.886635029102647,-0.43351011308294524,-0.8434778099647388,-0.1822522509665453,0,0,0,0,1,0
1,-0.9114787634321014,1.3812408194715373,-0.3562823823782404,0.49172668740474784,1.0,-1.159955983560008,-0.3667261200307795,-0.7909456618048766,-0.892857280767112,0,0,0,0,0,0
0,0.2857282456059986,-1.5602860219709898,-1.030931354361546,0.9330070511638142,0.0,-0.5920277575831148,1.7066143307108876,-0.9508643278734298,-0.7767639554747295,0,0,0,0,1,0
1,-1.4177348730987327,-0.8964077279879795,-0.39123747444933177,0.42202669248470875,0.0,-0.5209837036007237,-0.7130495822480221,-0.7657258359462108,0.9838767318426402,0,0,0,0,1,0
1,1.884727428738831,-2.0056558135039633,-0.23185980641462264,0.5966279587497598,0.0,0.43636552226907693,-0.7842223887786754,-0.996859297409729,1.7511602945022324,0,0,0,0,1,0
0,0.19517495415057162,-1.531744035419701,0.13822430138199635,-0.07810749241472566,0.0,0.5820837199146354,0.8894489873790042,-0.969896556853108,0.28659712800376713,0,0,0,0,1,0
1,-0.6484958254949068,0.2806325239206282,-0.4314050989958463,0.6849200940513522,0.0,-0.5652401992491123,-0.019677483813649144,0.20096257427875278,0.2088747028693302,0,0,0,0,0,1
1,0.3647920264180656,1.2348295333967225,1.356994169439683,-1.522004563949522,1.0,-0.0021242760674240156,-0.3289037635991322,-0.8639583061719444,-0.21853536925274777,0,0,0,0,0,0
2,-0.6271188116859048,0.16760269437753916,-1.6847369151218383,1.4335712949073798,0.0,0.02585244957579836,0.12692097260116597,-0.3692851555227531,0.7807608621689648,0,0,0,0,1,0
0,-0.32079468501896347,-0.08828551792139357,-0.5817195728916609,0.4314461748938856,0.0,2.2570293520480385,1.7269871877702354,-1.38904506859921,-0.2146761360958892,0,0,0,0,1,0
1,-0.044647739934550394,-0.07229250465271025,0.29073533512590943,0.05139731966773518,0.0,-0.6389059846676194,-0.5407829877955123,-0.7091734977237296,1.4074592038665221,0,0,0,0,1,0
1,0.1575531495833553,-0.5392073394319238,-0.11374009546806332,-0.07614350843128206,0.0,-1.3389013239158114,-0.02705764004167377,-1.5245079946222413,-1.1467916591825345,0,0,0,0,1,0
0,-0.42483093533662974,1.5820441853264782,0.4588751403049747,-0.5342988006530066,1.0,-0.3820806168501087,-0.34841547653361293,1.1739584379808439,0.044327439970242716,0,0,0,0,0,0
0,0.24237255907102348,-0.8536541281608064,0.3644546272428429,-0.3114768222112555,0.0,-0.6355192918045198,0.5301177165387745,0.0742341978451882,-1.2228533487371758,0,0,0,0,1,0
0,-0.3078046515344834,0.05659178482628884,1.7304811170348764,-1.8186624495611452,1.0,0.6992132227753848,1.1832804274585362,0.9511300399634568,-0.1080964531963362,0,0,0,0,1,0
1,-0.10861205660143217,-0.6206569057693394,-0.16313743676500614,-0.12471411946650399,0.0,-0.6413608154287571,-0.2884904208970525,-0.6314664699295041,0.9109704398896104,0,0,0,0,1,0
0,-0.853081603972854,0.8000887618207823,-0.9002705626943034,1.0588709497160826,0.0,1.0526810356000695,1.6503755762404237,-0.8784909186964429,-0.7783297918785369,0,0,0,0,0,0
1,-0.5625093426863674,1.177626800294625,-0.20376955609075814,0.04676132327415748,1.0,0.16207817133197114,-0.9098134608842413,0.26961044086354863,0.3797643940303037,0,0,0,0,0,0
1,-0.002908558682521242,-0.7652274118515953,1.6020014283314927,-1.1355282659637,0.0,0.19139705656980993,-0.58827433089233,-0.6839986180893662,-0.47390114357266067,0,0,0,0,1,0
1,0.4098149605542853,-0.677097595541184,0.31848645693203137,-0.5226495148071825,0.0,-1.4123376209062237,-0.8724292304108594,-0.1334023763579297,0.017225816960910807,0,0,0,0,1,0
1,0.6799525653716035,-0.2816762804729655,-0.9422306342219184,0.8712165573969113,0.0,-0.30650938205893363,-0.8876956538876638,-0.7086441310819436,0.8895548591749122,0,0,0,0,1,0
1,-1.161689134963239,1.0187358176035914,2.211702495193608,-1.805077405567335,1.0,0.14810023980254608,-0.5311970939844957,-0.9439625854305236,1.4466130222263713,0,0,0,0,0,0
1,-0.8904062035328918,0.3087885404734772,1.4933552803986705,-1.2347863508296892,1.0,-0.5096831370657406,-0.2928490187922113,-0.17545706023037008,-1.0458584772542867,0,0,0,1,0,0
2,0.2764134057468708,-1.4193179025408382,-0.8033668143004428,0.9833672869834068,0.0,0.16503370411804358,1.7550574646825585,-0.4008973332822291,-0.0011767149161583657,0,0,0,0,1,0
0,-0.4989509645658757,-1.5034296722008254,-0.4039068095262425,0.4080428258627998,0.0,-1.5486746097790487,0.7410753654436306,1.0248618239193659,0.012117077986872617,0,0,0,0,1,0
0,-0.3501527406060976,-1.132779713699138,-1.258604537982682,1.3476903735223011,0.0,0.38046770454095824,1.879024449184209,0.42607324168572636,0.12025468902556737,0,0,0,0,1,0
1,-0.9830979212594804,1.2407576367060922,0.09210123983643971,-0.23767532691009866,1.0,-1.4828740186688896,-0.4289097905211571,-1.1474391368731922,0.06535551571632216,0,0,0,0,0,0
1,-2.147409410234762,1.5082150522915911,1.0126221188993423,-1.1299949328103964,1.0,-0.139699111613004,-1.338738774026202,-1.050999521594639,-0.32441121659705396,0,0,0,0,0,0
0,-0.5081570708857919,0.1894149476226988,-1.5671501007901667,1.637937266934939,0.0,0.38836071562846936,2.619940767986225,1.539635924881652,-1.1108169632182943,0,0,0,0,1,0
1,1.2824958484614206,-1.2142193833699269,0.34222999864916126,-0.711295082235939,0.0,-1.3329693957592943,-0.33855764247263836,-0.6780906866060391,0.47249670550022715,0,0,0,0,1,0
0,0.8418060629393885,-0.3090108736958017,1.419821928182957,-1.3348414335962249,0.0,1.9631937595541098,-0.09133373967756091,-0.5220623659521199,-0.23223248365372906,0,0,0,0,1,0
2,0.01722889277946851,-2.295311452333061,-1.0589125505426378,1.17186863684001,0.0,1.148043908765744,0.4105999766822689,-0.024467710723261326,0.9211721013083551,0,0,0,0,1,0
1,0.2455258317081601,-0.4101053232871382,0.7831168390358648,-1.047417754310556,0.0,-0.784902350104808,-0.732659495828321,0.1490247150846689,-0.21462077824322942,0,0,0,0,1,0
2,-0.8902104831623109,0.09175464135081343,0.5352475720300318,-0.5982152507415496,0.0,-0.7803125815429073,0.7744258155426366,-0.30539659468910735,0.034560733108111016,0,0,0,0,1,0
1,-1.1192685568654837,1.78059111119054,0.7689362886161946,-1.0996437536001937,1.0,-0.7454233862776709,-1.0895281966272652,0.28714446236647445,-1.6481835472521762,0,0,0,0,0,0
2,-0.7020434691053166,-0.7305494919917771,-0.7903512683964001,1.162645183122475,0.0,0.3267674123667193,-0.07683781357563738,-0.32491324408626887,-0.9547631765701619,0,0,0,0,1,0
2,1.5397231577230142,0.11769380457929049,-1.9819034508320312,1.7934152463488942,0.0,1.1972100659364082,-0.5133019147580982,-0.10130577818097024,0.39248088361273914,0,0,0,0,1,0
1,0.069609463069007,1.4334754259270512,0.7606787805736778,-0.8346353320147232,1.0,-1.2721201913401554,-0.5388189748791495,-0.8201307434520136,-0.3002435597786943,0,0,0,0,0,0
0,0.6101311353925232,-0.2015429707968958,0.9092680365752644,-1.1273868087974876,0.0,0.6164583047653558,0.4245293605967801,0.19509459499480583,-0.3427425740921319,0,0,0,0,1,0
2,0.3603194535051615,0.4762203464633188,-0.8430576949177374,0.9327139152731029,0.0,-0.2599858189087577,-0.9718913768329686,-0.3592271893288219,1.6957312674603862,0,0,0,1,0,0
0,-0.7580484907019088,-0.4893479329668085,-0.5856232798882173,0.5519587584125857,0.0,1.851641520915549,-0.7146887776436018,2.6432754805565546,0.9305829362605308,0,0,0,0,1,0
1,-0.5389649069957473,1.2272288934274473,-0.7292364411991086,0.6119856262086786,1.0,-0.4576935768100284,-1.2631544923295646,-0.2952787001961061,-0.4755856039464535,0,0,0,0,0,0
1,1.7580093621416235,-1.9072235672351985,1.3491923971066488,-1.0906573806845479,0.0,-0.20713393849899137,-1.2150361758786772,-0.4235202661811906,0.5637185384190032,0,0,0,0,1,0
1,1.169311483044751,0.2953983505276056,-0.9562639029050126,0.7793990626575021,0.0,-1.2581700765898935,0.09063205702344802,-0.2847912478588392,0.8639083568640679,0,0,0,0,1,0
0,2.001173800331849,-2.5581570212705365,-0.701243604807448,0.6213461475359765,0.0,0.21417899870433552,-0.2788743115027072,-0.656581421264797,0.8644461188613347,0,0,0,0,1,0
2,0.5041956725899608,-0.675256815548625,-1.0262049759338012,1.3125832081220397,0.0,0.012674250447310567,-0.849669342268548,0.3039393681808691,0.7379297007395684,0,0,0,0,1,0
2,-0.9522030983181555,0.11452687125875914,-0.2269397393455252,-0.07276584240133886,0.0,0.6633365318498603,-0.489182325365997,1.2855649069490542,1.6149799769589888,0,0,0,0,1,0
1,-1.7513511181077877,-0.2792219071495537,1.3763716171585414,-1.1631041751958628,0.0,-0.30568878707362407,-0.4676537222443284,-0.4827943479864389,-1.2143203311628923,0,0,0,0,1,0
0,0.7466497183240036,-0.43988439316675954,-0.531570708272954,0.46647414853677,0.0,-0.5180281708146511,1.3314652019981057,1.792718125879593,-1.274502225268821,0,0,0,0,1,0
0,0.9405723610565989,2.2548294792734827,-1.4521660993755565,1.3938296967521255,1.0,1.670665555680844,0.9848924612184018,0.003413930419101277,0.5207766612842868,0,0,0,0,0,0
1,0.37041717484661274,-0.07164922132197733,0.6308614178340365,-0.9482621488743984,0.0,-0.5582581876791903,-0.7172268866432091,-0.420024448735435,-0.4176575652702476,0,0,0,0,1,0
1,0.9359548100914127,-0.1859260308600256,1.4501823113488794,-1.034412697519436,0.0,-0.7338724687302206,-0.22055823567839783,0.14299692700320174,0.8908439063154202,0,0,0,0,1,0
0,0.48681280412133177,0.6048473226100248,-1.2092035011712228,1.3352152747369408,0.0,-1.1071875534877307,0.7119097736356438,2.0926392866257375,0.498934034277641,0,1,0,0,0,0
1,-0.427621762843061,0.719035062148433,0.5022742782766726,-0.11490950090976151,1.0,-0.6953323211998358,-0.15652386070913993,-0.9037606848043336,-1.248531484106683,0,0,0,0,0,0
0,-0.958393661150603,-0.051182914738043504,1.4296533382869197,-1.4249446411611053,0.0,0.5283625651560242,0.09349498354383835,1.2265704905394665,1.4293809135198248,0,0,0,0,1,0
0,-1.2224856811877558,1.8388033042885568,-0.7729719471768424,0.6754782507400057,1.0,-0.2067445035907089,-0.04642582895534336,1.461754106215139,0.30956272859294137,0,0,0,0,0,0
2,0.3814427557226697,0.3464057703214136,-0.9822071457274434,0.7347885294974827,0.0,0.7099087743635716,0.7938846512062921,0.881353523746174,0.1230700312465543,0,0,0,0,1,0
0,-2.6255832711743423,2.1772594062537176,-1.9650676007862289,1.8436428176037916,1.0,1.7191015223984785,-0.07062095730576608,1.8760783898860978,3.1672062572766677,0,0,0,0,0,0
2,-1.5449241183658575,-0.8128105849925787,-0.631392734621536,0.31488707571960983,0.0,1.5099888850403633,1.2737458839445375,1.024697021096923,1.8378269669735696,0,0,0,0,1,0
1,-1.1792532259972206,-0.3070513337037229,-0.2811434748236585,0.5508930533027366,0.0,-0.3767189326664338,0.4693995018398369,-0.2804913924005596,-1.174446860718465,0,0,0,0,1,0
1,-0.9995819258039601,-0.553804922706248,0.16035798112482,0.026450046564543972,0.0,-0.5356570546092245,-0.14112146710735668,0.6953610535572061,0.9120064225608163,0,0,0,0,1,0
1,0.42588577764976093,0.0376594615694874,-0.6758896928512677,0.6199070020356842,0.0,-0.5380145266432919,-0.5765280228733144,-0.3931965468517217,0.23005303564405757,0,0,0,0,1,0
2,-0.17989051600594808,-1.6823811981440997,-0.04836330989507719,-0.29994117694669253,0.0,0.527701916650902,-0.19139264387041094,-0.28203954012653715,0.8310020675901164,0,0,0,0,1,0
0,-0.6954832122395496,2.047138033446386,1.100262056280316,-1.3855349416402156,1.0,2.0337857908751014,2.7640162231930967,-0.5103413894589934,0.5973682045715296,0,0,0,0,0,0
0,0.1677016132431054,0.39130694680657213,1.4048427599446116,-1.6460672186306096,1.0,0.7747218698134432,0.5453992478072432,-0.03735728904825448,-1.7813903572811196,0,0,0,1,0,0
1,-0.3891228410595378,-0.282537290469485,0.8530226098859064,-1.3345886163577352,0.0,-0.06210420613771807,0.30731555896908475,-0.8597433491373477,-1.0001961570745717,0,0,0,0,1,0
1,1.7624094460283868,0.17699463100623994,1.1693566579974475,-1.460614120686793,1.0,0.17545804210939092,-0.10403939246726147,-0.7762132882834777,-3.0361472621987335,0,0,0,0,1,0
2,1.076242822382229,0.09480281467182484,0.27154882188155555,-0.2331049592336816,0.0,0.8314889618904066,0.34689797312962634,1.3122130239355572,-1.0080411556229398,0,0,0,0,1,0
0,-0.5234667532067863,0.5184296296260257,-1.6420428513132788,1.6141367602957384,0.0,1.095525829705934,0.5064060375216104,-0.14211694984770626,-0.5193578488710677,0,0,0,1,0,0
2,-0.43042708815472047,0.7024977322152834,-1.1054904027310066,0.9357179025550505,0.0,0.6679749797752965,1.4585594993742723,1.4691252870007607,-2.181350842748575,0,1,0,0,0,0
0,-0.5361813283919302,-0.20518494411550686,-0.9021904229506987,0.9602570690156739,0.0,-0.18516563715498457,-1.7721586551883002,-0.9880548314713472,0.4852131950826626,0,0,0,0,1,0
1,-1.2933582020458818,0.4992894763700643,1.9242477685484647,-1.8328758198157744,1.0,-0.9027759518081686,-0.9261223219858844,-1.9422631734149631,-0.6000775063138025,0,1,0,0,0,0
1,0.11216052141381616,-0.07585530463830803,-0.12866872688052916,-0.09795759137364046,0.0,-0.8921568963626801,-0.7620894739904336,-0.35836821704215044,0.08204986242560137,0,0,0,0,1,0
0,0.11195030323800705,0.3189821070989375,-1.1945338224378261,1.2802397715171416,0.0,2.6241969286105182,0.4966539580022861,1.2170319029374763,0.9139439474039113,0,0,0,0,0,1
1,-0.015608636062437025,0.5316713695724974,0.1610100218243712,-0.19540356074933235,1.0,-1.3021692670310239,-0.5572429268137986,0.8217498362960404,0.03500359592938995,0,0,1,0,0,0
1,-0.07350562124131109,-0.877247781398765,-0.8916037861210169,0.8144577846487348,0.0,0.037890160758601715,-0.5317032050052507,0.01071020083088562,-1.0252574478001548,0,0,0,0,1,0
2,0.47946966577324124,-0.6502281456498008,-0.4998398205730161,0.5719904015025524,0.0,1.230242491192512,0.4347497816576986,-0.09593720138927417,1.3735406567153623,0,0,0,0,1,0
1,-1.3515016499136354,0.42453995333889794,0.9297340977353268,-0.4718035596673425,1.0,-1.4870813065172988,-0.559879236459224,-0.6331344742536216,1.071073258046578,0,1,0,0,0,0
